,image_id,image_url,label,label_numeric,category,gender,age_group,source,fake_method,image_quality,resolution,confidence_score,detection_difficulty,dataset_split,date_collected,version,year,image_path
5108,5109,https://api.dicebear.com/7.x/personas/jpg?seed=user2051&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.88,Medium,train,2026-04-28,v2.0,2026,dataset/working_images/5108.jpg
5110,5111,https://api.dicebear.com/7.x/personas/jpg?seed=user2053&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.85,Medium,train,2026-01-26,v2.0,2026,dataset/working_images/5110.jpg
5111,5112,https://api.dicebear.com/7.x/personas/jpg?seed=user2054&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.89,Hard,train,2026-04-25,v2.0,2026,dataset/working_images/5111.jpg
5112,5113,https://api.dicebear.com/7.x/personas/jpg?seed=user2055&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.94,Medium,train,2026-03-16,v2.0,2026,dataset/working_images/5112.jpg
5113,5114,https://api.dicebear.com/7.x/personas/jpg?seed=user2056&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.85,Medium,train,2026-03-01,v2.0,2026,dataset/working_images/5113.jpg
5114,5115,https://api.dicebear.com/7.x/personas/jpg?seed=user2057&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.9,Hard,train,2026-03-19,v2.0,2026,dataset/working_images/5114.jpg
5115,5116,https://api.dicebear.com/7.x/personas/jpg?seed=user2058&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.92,Hard,train,2026-02-27,v2.0,2026,dataset/working_images/5115.jpg
5116,5117,https://api.dicebear.com/7.x/personas/jpg?seed=user2059&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.93,Medium,train,2026-03-15,v2.0,2026,dataset/working_images/5116.jpg
5117,5118,https://api.dicebear.com/7.x/personas/jpg?seed=user2060&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.91,Hard,train,2026-04-10,v2.0,2026,dataset/working_images/5117.jpg
5118,5119,https://api.dicebear.com/7.x/personas/jpg?seed=user2061&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.8,Medium,train,2026-04-07,v2.0,2026,dataset/working_images/5118.jpg
5119,5120,https://api.dicebear.com/7.x/personas/jpg?seed=user2062&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.85,Hard,train,2026-01-16,v2.0,2026,dataset/working_images/5119.jpg
5121,5122,https://api.dicebear.com/7.x/personas/jpg?seed=user2064&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.82,Medium,train,2026-03-27,v2.0,2026,dataset/working_images/5121.jpg
5123,5124,https://api.dicebear.com/7.x/personas/jpg?seed=user2066&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.97,Medium,train,2026-04-14,v2.0,2026,dataset/working_images/5123.jpg
5124,5125,https://api.dicebear.com/7.x/personas/jpg?seed=user2067&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.8,Hard,train,2026-01-18,v2.0,2026,dataset/working_images/5124.jpg
5127,5128,https://api.dicebear.com/7.x/personas/jpg?seed=user2070&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.88,Medium,train,2026-04-26,v2.0,2026,dataset/working_images/5127.jpg
5128,5129,https://api.dicebear.com/7.x/personas/jpg?seed=user2071&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.87,Medium,train,2026-01-24,v2.0,2026,dataset/working_images/5128.jpg
5129,5130,https://api.dicebear.com/7.x/personas/jpg?seed=user2072&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.9,Medium,train,2026-02-17,v2.0,2026,dataset/working_images/5129.jpg
5130,5131,https://api.dicebear.com/7.x/personas/jpg?seed=user2073&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.87,Medium,train,2026-02-24,v2.0,2026,dataset/working_images/5130.jpg
5131,5132,https://api.dicebear.com/7.x/personas/jpg?seed=user2074&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.93,Hard,train,2026-03-02,v2.0,2026,dataset/working_images/5131.jpg
5132,5133,https://api.dicebear.com/7.x/personas/jpg?seed=user2075&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.83,Medium,train,2026-03-16,v2.0,2026,dataset/working_images/5132.jpg
5133,5134,https://api.dicebear.com/7.x/personas/jpg?seed=user2076&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.84,Medium,train,2026-01-13,v2.0,2026,dataset/working_images/5133.jpg
5134,5135,https://api.dicebear.com/7.x/personas/jpg?seed=user2077&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.85,Medium,train,2026-03-18,v2.0,2026,dataset/working_images/5134.jpg
5135,5136,https://api.dicebear.com/7.x/personas/jpg?seed=user2078&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.98,Hard,train,2026-03-17,v2.0,2026,dataset/working_images/5135.jpg
5136,5137,https://api.dicebear.com/7.x/personas/jpg?seed=user2079&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.89,Hard,train,2026-04-05,v2.0,2026,dataset/working_images/5136.jpg
5138,5139,https://api.dicebear.com/7.x/personas/jpg?seed=user2081&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.85,Medium,train,2026-01-04,v2.0,2026,dataset/working_images/5138.jpg
5141,5142,https://api.dicebear.com/7.x/personas/jpg?seed=user2084&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.98,Hard,train,2026-03-08,v2.0,2026,dataset/working_images/5141.jpg
5142,5143,https://api.dicebear.com/7.x/personas/jpg?seed=user2085&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.91,Hard,train,2026-04-30,v2.0,2026,dataset/working_images/5142.jpg
5143,5144,https://api.dicebear.com/7.x/personas/jpg?seed=user2086&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.94,Medium,train,2026-04-11,v2.0,2026,dataset/working_images/5143.jpg
5146,5147,https://api.dicebear.com/7.x/personas/jpg?seed=user2089&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.85,Medium,train,2026-03-08,v2.0,2026,dataset/working_images/5146.jpg
5149,5150,https://api.dicebear.com/7.x/personas/jpg?seed=user2092&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.82,Medium,train,2026-01-01,v2.0,2026,dataset/working_images/5149.jpg
5150,5151,https://api.dicebear.com/7.x/personas/jpg?seed=user2093&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.83,Hard,train,2026-04-07,v2.0,2026,dataset/working_images/5150.jpg
5151,5152,https://api.dicebear.com/7.x/personas/jpg?seed=user2094&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.87,Hard,train,2026-01-07,v2.0,2026,dataset/working_images/5151.jpg
5152,5153,https://api.dicebear.com/7.x/personas/jpg?seed=user2095&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.82,Hard,train,2026-04-29,v2.0,2026,dataset/working_images/5152.jpg
5154,5155,https://api.dicebear.com/7.x/personas/jpg?seed=user2097&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.96,Hard,train,2026-01-03,v2.0,2026,dataset/working_images/5154.jpg
5155,5156,https://api.dicebear.com/7.x/personas/jpg?seed=user2098&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.87,Medium,train,2026-04-10,v2.0,2026,dataset/working_images/5155.jpg
5157,5158,https://api.dicebear.com/7.x/personas/jpg?seed=user2100&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.86,Medium,train,2026-03-13,v2.0,2026,dataset/working_images/5157.jpg
5158,5159,https://api.dicebear.com/7.x/personas/jpg?seed=user2101&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.81,Medium,train,2026-01-02,v2.0,2026,dataset/working_images/5158.jpg
5159,5160,https://api.dicebear.com/7.x/personas/jpg?seed=user2102&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.87,Hard,train,2026-02-05,v2.0,2026,dataset/working_images/5159.jpg
5160,5161,https://api.dicebear.com/7.x/personas/jpg?seed=user2103&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.95,Medium,train,2026-02-27,v2.0,2026,dataset/working_images/5160.jpg
5161,5162,https://api.dicebear.com/7.x/personas/jpg?seed=user2104&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.82,Hard,train,2026-03-24,v2.0,2026,dataset/working_images/5161.jpg
5162,5163,https://api.dicebear.com/7.x/personas/jpg?seed=user2105&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.95,Hard,train,2026-03-26,v2.0,2026,dataset/working_images/5162.jpg
5163,5164,https://api.dicebear.com/7.x/personas/jpg?seed=user2106&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.93,Hard,train,2026-03-05,v2.0,2026,dataset/working_images/5163.jpg
5164,5165,https://api.dicebear.com/7.x/personas/jpg?seed=user2107&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.84,Medium,train,2026-02-22,v2.0,2026,dataset/working_images/5164.jpg
5165,5166,https://api.dicebear.com/7.x/personas/jpg?seed=user2108&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.84,Hard,train,2026-03-10,v2.0,2026,dataset/working_images/5165.jpg
5166,5167,https://api.dicebear.com/7.x/personas/jpg?seed=user2109&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.85,Medium,train,2026-04-03,v2.0,2026,dataset/working_images/5166.jpg
5167,5168,https://api.dicebear.com/7.x/personas/jpg?seed=user2110&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.95,Medium,train,2026-04-19,v2.0,2026,dataset/working_images/5167.jpg
5168,5169,https://api.dicebear.com/7.x/personas/jpg?seed=user2111&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.83,Hard,train,2026-03-06,v2.0,2026,dataset/working_images/5168.jpg
5169,5170,https://api.dicebear.com/7.x/personas/jpg?seed=user2112&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.94,Medium,train,2026-01-19,v2.0,2026,dataset/working_images/5169.jpg
5170,5171,https://api.dicebear.com/7.x/personas/jpg?seed=user2113&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.83,Hard,train,2026-04-05,v2.0,2026,dataset/working_images/5170.jpg
5171,5172,https://api.dicebear.com/7.x/personas/jpg?seed=user2114&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.92,Hard,train,2026-02-03,v2.0,2026,dataset/working_images/5171.jpg
5172,5173,https://api.dicebear.com/7.x/personas/jpg?seed=user2115&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.87,Medium,train,2026-03-10,v2.0,2026,dataset/working_images/5172.jpg
5173,5174,https://api.dicebear.com/7.x/personas/jpg?seed=user2116&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.86,Hard,train,2026-01-19,v2.0,2026,dataset/working_images/5173.jpg
5174,5175,https://api.dicebear.com/7.x/personas/jpg?seed=user2117&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.95,Hard,train,2026-01-06,v2.0,2026,dataset/working_images/5174.jpg
5179,5180,https://api.dicebear.com/7.x/personas/jpg?seed=user2122&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.85,Hard,train,2026-04-27,v2.0,2026,dataset/working_images/5179.jpg
5180,5181,https://api.dicebear.com/7.x/personas/jpg?seed=user2123&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.84,Hard,train,2026-04-20,v2.0,2026,dataset/working_images/5180.jpg
5182,5183,https://api.dicebear.com/7.x/personas/jpg?seed=user2125&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.88,Hard,train,2026-04-02,v2.0,2026,dataset/working_images/5182.jpg
5184,5185,https://api.dicebear.com/7.x/personas/jpg?seed=user2127&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.81,Medium,train,2026-02-02,v2.0,2026,dataset/working_images/5184.jpg
5185,5186,https://api.dicebear.com/7.x/personas/jpg?seed=user2128&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.88,Medium,train,2026-04-11,v2.0,2026,dataset/working_images/5185.jpg
5187,5188,https://api.dicebear.com/7.x/personas/jpg?seed=user2130&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.86,Hard,train,2026-02-14,v2.0,2026,dataset/working_images/5187.jpg
5188,5189,https://api.dicebear.com/7.x/personas/jpg?seed=user2131&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.81,Hard,train,2026-04-26,v2.0,2026,dataset/working_images/5188.jpg
5189,5190,https://api.dicebear.com/7.x/personas/jpg?seed=user2132&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.89,Hard,train,2026-04-13,v2.0,2026,dataset/working_images/5189.jpg
5191,5192,https://api.dicebear.com/7.x/personas/jpg?seed=user2134&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.81,Hard,train,2026-02-26,v2.0,2026,dataset/working_images/5191.jpg
5193,5194,https://api.dicebear.com/7.x/personas/jpg?seed=user2136&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.88,Hard,train,2026-04-22,v2.0,2026,dataset/working_images/5193.jpg
5195,5196,https://api.dicebear.com/7.x/personas/jpg?seed=user2138&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.81,Hard,train,2026-04-29,v2.0,2026,dataset/working_images/5195.jpg
5198,5199,https://api.dicebear.com/7.x/personas/jpg?seed=user2141&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.97,Medium,train,2026-03-26,v2.0,2026,dataset/working_images/5198.jpg
5199,5200,https://api.dicebear.com/7.x/personas/jpg?seed=user2142&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.82,Hard,train,2026-02-28,v2.0,2026,dataset/working_images/5199.jpg
5203,5204,https://api.dicebear.com/7.x/personas/jpg?seed=user2146&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.89,Medium,train,2026-02-01,v2.0,2026,dataset/working_images/5203.jpg
5204,5205,https://api.dicebear.com/7.x/personas/jpg?seed=user2147&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.89,Hard,train,2026-02-22,v2.0,2026,dataset/working_images/5204.jpg
5208,5209,https://api.dicebear.com/7.x/personas/jpg?seed=user2151&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.9,Medium,train,2026-01-04,v2.0,2026,dataset/working_images/5208.jpg
5209,5210,https://api.dicebear.com/7.x/personas/jpg?seed=user2152&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.98,Hard,train,2026-01-11,v2.0,2026,dataset/working_images/5209.jpg
5210,5211,https://api.dicebear.com/7.x/personas/jpg?seed=user2153&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.88,Hard,train,2026-01-25,v2.0,2026,dataset/working_images/5210.jpg
5211,5212,https://api.dicebear.com/7.x/personas/jpg?seed=user2154&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.84,Hard,train,2026-04-06,v2.0,2026,dataset/working_images/5211.jpg
5212,5213,https://api.dicebear.com/7.x/personas/jpg?seed=user2155&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,Medium,1024x1024,0.83,Hard,train,2026-01-24,v2.0,2026,dataset/working_images/5212.jpg
5213,5214,https://api.dicebear.com/7.x/personas/jpg?seed=user2156&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.94,Hard,train,2026-02-05,v2.0,2026,dataset/working_images/5213.jpg
5214,5215,https://api.dicebear.com/7.x/personas/jpg?seed=user2157&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.89,Medium,train,2026-02-28,v2.0,2026,dataset/working_images/5214.jpg
5215,5216,https://api.dicebear.com/7.x/personas/jpg?seed=user2158&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.83,Hard,train,2026-02-03,v2.0,2026,dataset/working_images/5215.jpg
5216,5217,https://api.dicebear.com/7.x/personas/jpg?seed=user2159&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.97,Hard,train,2026-04-12,v2.0,2026,dataset/working_images/5216.jpg
5217,5218,https://api.dicebear.com/7.x/personas/jpg?seed=user2160&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.81,Hard,train,2026-03-05,v2.0,2026,dataset/working_images/5217.jpg
5218,5219,https://api.dicebear.com/7.x/personas/jpg?seed=user2161&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.93,Hard,train,2026-04-06,v2.0,2026,dataset/working_images/5218.jpg
5219,5220,https://api.dicebear.com/7.x/personas/jpg?seed=user2162&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.89,Hard,train,2026-01-28,v2.0,2026,dataset/working_images/5219.jpg
5220,5221,https://api.dicebear.com/7.x/personas/jpg?seed=user2163&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.91,Medium,train,2026-01-19,v2.0,2026,dataset/working_images/5220.jpg
5223,5224,https://api.dicebear.com/7.x/personas/jpg?seed=user2166&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.84,Hard,train,2026-02-08,v2.0,2026,dataset/working_images/5223.jpg
5224,5225,https://api.dicebear.com/7.x/personas/jpg?seed=user2167&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.82,Medium,train,2026-01-24,v2.0,2026,dataset/working_images/5224.jpg
5226,5227,https://api.dicebear.com/7.x/personas/jpg?seed=user2169&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.87,Hard,train,2026-02-25,v2.0,2026,dataset/working_images/5226.jpg
5227,5228,https://api.dicebear.com/7.x/personas/jpg?seed=user2170&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.91,Medium,train,2026-01-18,v2.0,2026,dataset/working_images/5227.jpg
5228,5229,https://api.dicebear.com/7.x/personas/jpg?seed=user2171&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.95,Hard,train,2026-04-25,v2.0,2026,dataset/working_images/5228.jpg
5231,5232,https://api.dicebear.com/7.x/personas/jpg?seed=user2174&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.98,Hard,train,2026-02-07,v2.0,2026,dataset/working_images/5231.jpg
5232,5233,https://api.dicebear.com/7.x/personas/jpg?seed=user2175&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.83,Medium,train,2026-03-06,v2.0,2026,dataset/working_images/5232.jpg
5236,5237,https://api.dicebear.com/7.x/personas/jpg?seed=user2179&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.85,Medium,train,2026-01-14,v2.0,2026,dataset/working_images/5236.jpg
5237,5238,https://api.dicebear.com/7.x/personas/jpg?seed=user2180&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.83,Medium,train,2026-02-13,v2.0,2026,dataset/working_images/5237.jpg
5238,5239,https://api.dicebear.com/7.x/personas/jpg?seed=user2181&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.86,Medium,train,2026-01-15,v2.0,2026,dataset/working_images/5238.jpg
5239,5240,https://api.dicebear.com/7.x/personas/jpg?seed=user2182&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.84,Hard,train,2026-04-26,v2.0,2026,dataset/working_images/5239.jpg
5240,5241,https://api.dicebear.com/7.x/personas/jpg?seed=user2183&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.83,Hard,train,2026-02-11,v2.0,2026,dataset/working_images/5240.jpg
5241,5242,https://api.dicebear.com/7.x/personas/jpg?seed=user2184&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.91,Hard,train,2026-01-04,v2.0,2026,dataset/working_images/5241.jpg
5242,5243,https://api.dicebear.com/7.x/personas/jpg?seed=user2185&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.86,Hard,train,2026-02-15,v2.0,2026,dataset/working_images/5242.jpg
5243,5244,https://api.dicebear.com/7.x/personas/jpg?seed=user2186&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,Medium,1024x1024,0.82,Hard,train,2026-02-13,v2.0,2026,dataset/working_images/5243.jpg
5244,5245,https://api.dicebear.com/7.x/personas/jpg?seed=user2187&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.92,Medium,train,2026-04-12,v2.0,2026,dataset/working_images/5244.jpg
5247,5248,https://api.dicebear.com/7.x/personas/jpg?seed=user2190&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,High,1024x1024,0.94,Hard,train,2026-02-09,v2.0,2026,dataset/working_images/5247.jpg
5248,5249,https://api.dicebear.com/7.x/personas/jpg?seed=user2191&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.92,Medium,train,2026-02-23,v2.0,2026,dataset/working_images/5248.jpg
5249,5250,https://api.dicebear.com/7.x/personas/jpg?seed=user2192&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.82,Hard,train,2026-03-20,v2.0,2026,dataset/working_images/5249.jpg
5250,5251,https://api.dicebear.com/7.x/personas/jpg?seed=user2193&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.93,Hard,train,2026-02-03,v2.0,2026,dataset/working_images/5250.jpg
5251,5252,https://api.dicebear.com/7.x/personas/jpg?seed=user2194&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.9,Hard,train,2026-02-24,v2.0,2026,dataset/working_images/5251.jpg
5252,5253,https://api.dicebear.com/7.x/personas/jpg?seed=user2195&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.86,Medium,train,2026-04-13,v2.0,2026,dataset/working_images/5252.jpg
5254,5255,https://api.dicebear.com/7.x/personas/jpg?seed=user2197&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.93,Medium,train,2026-04-07,v2.0,2026,dataset/working_images/5254.jpg
5257,5258,https://api.dicebear.com/7.x/personas/jpg?seed=user2200&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,Medium,1024x1024,0.97,Hard,train,2026-01-15,v2.0,2026,dataset/working_images/5257.jpg
5258,5259,https://api.dicebear.com/7.x/personas/jpg?seed=user2201&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.85,Medium,train,2026-03-18,v2.0,2026,dataset/working_images/5258.jpg
5259,5260,https://api.dicebear.com/7.x/personas/jpg?seed=user2202&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.92,Hard,train,2026-04-03,v2.0,2026,dataset/working_images/5259.jpg
5261,5262,https://api.dicebear.com/7.x/personas/jpg?seed=user2204&size=300,FAKE,0,AI Generated,Unknown,18-25,MultiSource,StyleGAN3,High,1024x1024,0.95,Hard,train,2026-03-24,v2.0,2026,dataset/working_images/5261.jpg
5263,5264,https://api.dicebear.com/7.x/personas/jpg?seed=user2206&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.96,Hard,train,2026-01-06,v2.0,2026,dataset/working_images/5263.jpg
5266,5267,https://api.dicebear.com/7.x/personas/jpg?seed=user2209&size=300,FAKE,0,AI Generated,Unknown,50+,MultiSource,StyleGAN3,High,1024x1024,0.94,Hard,train,2026-04-05,v2.0,2026,dataset/working_images/5266.jpg
5268,5269,https://api.dicebear.com/7.x/personas/jpg?seed=user2211&size=300,FAKE,0,AI Generated,Unknown,26-35,MultiSource,StyleGAN3,Medium,1024x1024,0.93,Hard,train,2026-01-25,v2.0,2026,dataset/working_images/5268.jpg
5270,5271,https://api.dicebear.com/7.x/personas/jpg?seed=user2213&size=300,FAKE,0,AI Generated,Unknown,36-50,MultiSource,StyleGAN3,High,1024x1024,0.89,Hard,train,2026-04-22,v2.0,2026,dataset/working_images/5270.jpg
